Year,Age,Male_Germans,Female_Germans,Age_Demographic
2020,48,1274,741,age_26_50
2020,49,1523,859,age_26_50
2020,50,1768,948,age_26_50
2020,51,2116,1151,age_51_75
2020,52,2413,1274,age_51_75
2020,53,2831,1511,age_51_75
2020,54,3158,1770,age_51_75
2020,55,3684,1978,age_51_75
2020,56,4154,2103,age_51_75
2020,57,4363,2364,age_51_75
2020,58,4880,2633,age_51_75
2020,59,5160,2854,age_51_75
2020,60,5473,3078,age_51_75
2020,61,5965,3156,age_51_75
2020,62,6197,3296,age_51_75
2020,63,6621,3598,age_51_75
2020,64,6924,3759,age_51_75
2020,65,7419,4049,age_51_75
2020,66,7629,4223,age_51_75
2020,67,8070,4404,age_51_75
2020,68,8776,4885,age_51_75
2020,69,9156,5405,age_51_75
2020,70,9267,5734,age_51_75
2020,71,9554,5873,age_51_75
2020,72,9007,5819,age_51_75
2020,73,9270,6126,age_51_75
2020,74,7592,5294,age_51_75
2020,75,9912,6832,age_51_75
2020,76,12303,8887,age_76_100
2020,77,12658,9287,age_76_100
2020,78,15053,11552,age_76_100
2020,79,17299,14083,age_76_100
2020,80,20010,16489,age_76_100
2020,81,19830,17370,age_76_100
2020,82,19171,17946,age_76_100
2020,83,19323,19337,age_76_100
2020,84,19239,20583,age_76_100
2020,85,19556,21938,age_76_100
2020,86,16273,19799,age_76_100
2020,87,14496,18997,age_76_100
2020,88,14139,19899,age_76_100
2020,89,14061,20970,age_76_100
2020,90,13029,21495,age_76_100
2020,91,11450,20502,age_76_100
2020,92,9508,18761,age_76_100
2020,93,7324,16689,age_76_100
2020,94,5697,14962,age_76_100
2020,95,4052,12426,age_76_100
2020,96,2749,9796,age_76_100
2020,97,1956,7595,age_76_100
2020,98,1421,6035,age_76_100
2020,99,985,4291,age_76_100
2020,100,1032,5858,age_76_100
2021,0,1113,857,age_0_25
2021,1,73,69,age_0_25
2021,2,38,32,age_0_25
2021,3,38,33,age_0_25
2021,4,37,30,age_0_25
2021,5,39,19,age_0_25
2021,6,20,17,age_0_25
2021,7,22,21,age_0_25
2021,8,.,.,age_0_25
2021,9,21,18,age_0_25
2021,10,22,11,age_0_25
2021,11,19,17,age_0_25
2021,12,.,.,age_0_25
2021,13,36,28,age_0_25
2021,14,38,43,age_0_25
2021,15,56,41,age_0_25
2021,16,81,46,age_0_25
2021,17,104,39,age_0_25
2021,18,141,50,age_0_25
2021,19,159,71,age_0_25
2021,20,158,69,age_0_25
2021,21,158,72,age_0_25
2021,22,155,61,age_0_25
2021,23,145,63,age_0_25
2021,24,167,67,age_0_25
2021,25,152,65,age_0_25
2021,26,192,60,age_26_50
2021,27,181,72,age_26_50
2021,28,225,94,age_26_50
2021,29,191,96,age_26_50
2021,30,260,107,age_26_50
2021,31,270,139,age_26_50
2021,32,255,149,age_26_50
2021,33,284,173,age_26_50
2021,34,351,188,age_26_50
2021,35,372,178,age_26_50
2021,36,394,220,age_26_50
2021,37,460,238,age_26_50
2021,38,510,264,age_26_50
2021,39,525,263,age_26_50
2021,40,577,317,age_26_50
2021,41,597,341,age_26_50
2021,42,631,336,age_26_50
2021,43,718,403,age_26_50
2021,44,776,420,age_26_50
2021,45,815,419,age_26_50
2021,46,868,498,age_26_50
2021,47,1011,540,age_26_50
2021,48,1111,653,age_26_50
2021,49,1502,817,age_26_50
2021,50,1794,969,age_26_50
2021,51,2070,1131,age_51_75
2021,52,2477,1292,age_51_75
2021,53,2746,1520,age_51_75
2021,54,3159,1728,age_51_75
2021,55,3704,1933,age_51_75
2021,56,4161,2224,age_51_75
2021,57,4641,2435,age_51_75
2021,58,5069,2692,age_51_75
2021,59,5496,2914,age_51_75
2021,60,6016,3147,age_51_75
2021,61,6407,3309,age_51_75
2021,62,6801,3475,age_51_75
2021,63,6967,3785,age_51_75
2021,64,7483,4031,age_51_75
2021,65,7846,4266,age_51_75
2021,66,8391,4563,age_51_75
2021,67,8598,4898,age_51_75
2021,68,8974,5212,age_51_75
2021,69,9648,5569,age_51_75
2021,70,10107,5969,age_51_75
2021,71,10354,6374,age_51_75
2021,72,10352,6618,age_51_75
2021,73,9938,6427,age_51_75
2021,74,10164,6773,age_51_75
2021,75,8331,6002,age_51_75
2021,76,10558,7674,age_76_100
2021,77,13431,10069,age_76_100
2021,78,13675,10558,age_76_100
2021,79,16158,13160,age_76_100
2021,80,18902,16234,age_76_100
2021,81,21154,18762,age_76_100
2021,82,21065,19479,age_76_100
2021,83,20605,20043,age_76_100
2021,84,20299,21193,age_76_100
2021,85,19967,22476,age_76_100
2021,86,19556,23336,age_76_100
2021,87,16332,20997,age_76_100
2021,88,14013,19283,age_76_100
2021,89,13583,20376,age_76_100
2021,90,12910,21182,age_76_100
2021,91,11460,20588,age_76_100
2021,92,10279,19031,age_76_100
2021,93,8073,16796,age_76_100
2021,94,6078,14612,age_76_100
2021,95,4476,12459,age_76_100
2021,96,3155,10281,age_76_100
2021,97,2102,7636,age_76_100
2021,98,1466,5779,age_76_100
2021,99,993,4348,age_76_100
2021,100,1251,6707,age_76_100
