GENESIS-Tabelle: 12613-0004
Deaths: Germany, years, nationality, sex, age years;;;;;;;;;;
Death statistics;;;;;;;;;;
Germany;;;;;;;;;;
Deaths (number);;;;;;;;;;
;;Male;Male;Male;Female;Female;Female;Total;Total;Total
;;Germans;Foreigners;Total;Germans;Foreigners;Total;Germans;Foreigners;Total
2004;72 years;10156;232;10388;6443;96;6539;16599;328;16927
2004;73 years;11450;244;11694;7636;106;7742;19086;350;19436
2004;74 years;12417;214;12631;8562;121;8683;20979;335;21314
2004;75 years;13140;182;13322;9459;124;9583;22599;306;22905
2004;76 years;12718;197;12915;10456;121;10577;23174;318;23492
2004;77 years;12005;171;12176;11239;120;11359;23244;291;23535
2004;78 years;11980;147;12127;12795;137;12932;24775;284;25059
2004;79 years;11404;148;11552;14180;153;14333;25584;301;25885
2004;80 years;10619;156;10775;15032;136;15168;25651;292;25943
2004;81 years;11214;145;11359;16762;133;16895;27976;278;28254
2004;82 years;11924;155;12079;19154;149;19303;31078;304;31382
2004;83 years;12046;129;12175;20708;146;20854;32754;275;33029
2004;84 years;11052;123;11175;20901;127;21028;31953;250;32203
2004;85 years;6249;72;6321;12584;107;12691;18833;179;19012
2004;86 years;5192;60;5252;10913;77;10990;16105;137;16242
2004;87 years;5182;59;5241;11803;78;11881;16985;137;17122
2004;88 years;5335;72;5407;13249;92;13341;18584;164;18748
2004;89 years;6808;53;6861;18540;92;18632;25348;145;25493
2004;90 years;6584;54;6638;19053;102;19155;25637;156;25793
2004;91 years;5817;40;5857;17635;77;17712;23452;117;23569
2004;92 years;4645;57;4702;15387;87;15474;20032;144;20176
2004;93 years;3590;25;3615;12723;65;12788;16313;90;16403
2004;94 years;2714;19;2733;10517;55;10572;13231;74;13305
2004;95 years;2044;17;2061;8560;56;8616;10604;73;10677
2004;96 years;1499;15;1514;6329;33;6362;7828;48;7876
2004;97 years;979;4;983;4752;24;4776;5731;28;5759
2004;98 years;620;5;625;3108;22;3130;3728;27;3755
2004;99 years;384;3;387;2126;8;2134;2510;11;2521
2004;100 years and over;484;3;487;3355;19;3374;3839;22;3861
2004;age unknown;-;-;-;-;-;-;-;-;-
2004;Total;373234;10154;383388;428908;5975;434883;802142;16129;818271
2005;under 1 year;1376;165;1541;1020;135;1155;2396;300;2696
2005;1 year;125;5;130;105;10;115;230;15;245
2005;2 years;66;11;77;68;4;72;134;15;149
2005;3 years;66;3;69;40;2;42;106;5;111
2005;4 years;56;6;62;33;2;35;89;8;97
2005;5 years;44;6;50;33;7;40;77;13;90
2005;6 years;42;6;48;47;7;54;89;13;102
2005;7 years;38;4;42;39;1;40;77;5;82
2005;8 years;40;8;48;24;7;31;64;15;79
2005;9 years;41;5;46;25;4;29;66;9;75
2005;10 years;26;5;31;29;7;36;55;12;67
2005;11 years;28;11;39;41;7;48;69;18;87
2005;12 years;52;3;55;32;3;35;84;6;90
2005;13 years;68;4;72;38;6;44;106;10;116
2005;14 years;70;6;76;64;2;66;134;8;142
2005;15 years;93;6;99;66;3;69;159;9;168
2005;16 years;151;11;162;61;5;66;212;16;228
2005;17 years;187;14;201;91;6;97;278;20;298
2005;18 years;300;16;316;111;11;122;411;27;438
2005;19 years;270;19;289;93;7;100;363;26;389
2005;20 years;284;22;306;97;15;112;381;37;418
2005;21 years;297;24;321;97;7;104;394;31;425
2005;22 years;280;24;304;99;9;108;379;33;412
2005;23 years;297;25;322;105;11;116;402;36;438
2005;24 years;307;30;337;101;15;116;408;45;453
2005;25 years;281;30;311;106;17;123;387;47;434
2005;26 years;295;33;328;101;8;109;396;41;437
2005;27 years;320;26;346;96;16;112;416;42;458
2005;28 years;272;46;318;102;9;111;374;55;429
2005;29 years;292;38;330;114;13;127;406;51;457
2005;30 years;275;38;313;142;16;158;417;54;471
2005;31 years;328;49;377;134;19;153;462;68;530
2005;32 years;334;42;376;160;17;177;494;59;553
2005;33 years;415;63;478;187;23;210;602;86;688
2005;34 years;476;41;517;215;22;237;691;63;754
2005;35 years;535;53;588;268;26;294;803;79;882
2005;36 years;636;58;694;314;30;344;950;88;1038
2005;37 years;660;53;713;373;30;403;1033;83;1116
2005;38 years;829;53;882;370;23;393;1199;76;1275
2005;39 years;967;47;1014;497;25;522;1464;72;1536
2005;40 years;1103;66;1169;543;41;584;1646;107;1753
2005;41 years;1239;72;1311;591;36;627;1830;108;1938
2005;42 years;1343;68;1411;729;36;765;2072;104;2176
2005;43 years;1518;72;1590;791;38;829;2309;110;2419
2005;44 years;1667;74;1741;877;50;927;2544;124;2668
2005;45 years;1785;91;1876;933;55;988;2718;146;2864
2005;46 years;1974;91;2065;998;34;1032;2972;125;3097
2005;47 years;2107;107;2214;1053;56;1109;3160;163;3323
2005;48 years;2249;125;2374;1176;55;1231;3425;180;3605
2005;49 years;2423;114;2537;1289;65;1354;3712;179;3891
2005;50 years;2587;120;2707;1329;50;1379;3916;170;4086
2005;51 years;2787;129;2916;1358;77;1435;4145;206;4351
2005;52 years;3051;131;3182;1514;104;1618;4565;235;4800
2005;53 years;3214;125;3339;1675;88;1763;4889;213;5102
2005;54 years;3568;160;3728;1765;81;1846;5333;241;5574
2005;55 years;3750;194;3944;1940;134;2074;5690;328;6018
2005;56 years;3885;228;4113;1912;110;2022;5797;338;6135
2005;57 years;3671;239;3910;1936;116;2052;5607;355;5962
2005;58 years;3870;264;4134;1982;112;2094;5852;376;6228
2005;59 years;3247;244;3491;1720;108;1828;4967;352;5319
2005;60 years;4185;255;4440;2294;112;2406;6479;367;6846
2005;61 years;5337;253;5590;2819;98;2917;8156;351;8507
2005;62 years;5738;289;6027;2962;110;3072;8700;399;9099
2005;63 years;6852;276;7128;3455;117;3572;10307;393;10700
2005;64 years;7973;324;8297;3981;105;4086;11954;429;12383
2005;65 years;9347;340;9687;4578;112;4690;13925;452;14377
2005;66 years;9322;355;9677;4860;94;4954;14182;449;14631
2005;67 years;9423;314;9737;5025;144;5169;14448;458;14906
2005;68 years;9820;317;10137;5301;100;5401;15121;417;15538
2005;69 years;10334;331;10665;5957;105;6062;16291;436;16727
2005;70 years;11033;264;11297;6370;130;6500;17403;394;17797
2005;71 years;10066;305;10371;6096;97;6193;16162;402;16564
2005;72 years;9643;265;9908;6118;109;6227;15761;374;16135
2005;73 years;10450;239;10689;6905;128;7033;17355;367;17722
2005;74 years;11737;219;11956;8137;97;8234;19874;316;20190
2005;75 years;12812;216;13028;9210;122;9332;22022;338;22360
2005;76 years;13358;229;13587;10332;126;10458;23690;355;24045
2005;77 years;13350;200;13550;11052;123;11175;24402;323;24725
2005;78 years;12415;199;12614;12251;135;12386;24666;334;25000
2005;79 years;12262;181;12443;14019;150;14169;26281;331;26612
2005;80 years;11568;149;11717;15463;140;15603;27031;289;27320
2005;81 years;10852;187;11039;16383;169;16552;27235;356;27591
2005;82 years;11410;178;11588;17985;159;18144;29395;337;29732
2005;83 years;12120;127;12247;20745;133;20878;32865;260;33125
2005;84 years;11950;127;12077;21796;116;21912;33746;243;33989
2005;85 years;11005;108;11113;22131;152;22283;33136;260;33396
2005;86 years;6031;86;6117;12994;120;13114;19025;206;19231
2005;87 years;4863;57;4920;10993;75;11068;15856;132;15988
2005;88 years;4797;54;4851;12007;86;12093;16804;140;16944
2005;89 years;5066;56;5122;13319;73;13392;18385;129;18514
2005;90 years;6194;70;6264;18158;87;18245;24352;157;24509
2005;91 years;5941;57;5998;18150;96;18246;24091;153;24244
2005;92 years;4849;48;4897;16443;67;16510;21292;115;21407
2005;93 years;3862;27;3889;13435;75;13510;17297;102;17399
2005;94 years;2775;25;2800;11086;61;11147;13861;86;13947
2005;95 years;2285;12;2297;9106;41;9147;11391;53;11444
2005;96 years;1539;13;1552;7079;34;7113;8618;47;8665
2005;97 years;1084;9;1093;5165;29;5194;6249;38;6287
2005;98 years;734;4;738;3605;24;3629;4339;28;4367
2005;99 years;454;4;458;2323;15;2338;2777;19;2796
2005;100 years and over;558;11;569;3612;25;3637;4170;36;4206
2005;age unknown;-;-;-;-;-;-;-;-;-
2005;Total;377951;10603;388554;435549;6124;441673;813500;16727;830227
2006;under 1 year;1293;136;1429;1016;134;1150;2309;270;2579
2006;1 year;111;11;122;76;8;84;187;19;206
2006;2 years;63;7;70;55;5;60;118;12;130
2006;3 years;55;5;60;39;6;45;94;11;105
2006;4 years;48;2;50;34;3;37;82;5;87
2006;5 years;45;4;49;28;0;28;73;4;77
2006;6 years;34;7;41;24;3;27;58;10;68
2006;7 years;37;5;42;21;5;26;58;10;68
2006;8 years;31;10;41;24;8;32;55;18;73
2006;9 years;36;8;44;22;3;25;58;11;69
2006;10 years;26;4;30;20;3;23;46;7;53
2006;11 years;32;6;38;24;8;32;56;14;70
2006;12 years;49;7;56;28;4;32;77;11;88
2006;13 years;46;11;57;47;4;51;93;15;108
2006;14 years;53;5;58;48;4;52;101;9;110
2006;15 years;87;9;96;64;7;71;151;16;167
2006;16 years;133;9;142;59;8;67;192;17;209
2006;17 years;182;11;193;74;5;79;256;16;272
2006;18 years;285;19;304;104;7;111;389;26;415
2006;19 years;293;16;309;115;11;126;408;27;435
2006;20 years;286;19;305;91;7;98;377;26;403
2006;21 years;271;14;285;79;8;87;350;22;372
2006;22 years;283;20;303;121;10;131;404;30;434
2006;23 years;267;23;290;126;12;138;393;35;428
2006;24 years;260;35;295;78;10;88;338;45;383
2006;25 years;284;30;314;105;10;115;389;40;429
2006;26 years;314;27;341;103;10;113;417;37;454
2006;27 years;236;26;262;112;15;127;348;41;389
2006;28 years;267;33;300;92;9;101;359;42;401
2006;29 years;265;28;293;114;23;137;379;51;430
2006;30 years;270;40;310;126;21;147;396;61;457
2006;31 years;274;43;317;121;17;138;395;60;455
2006;32 years;299;40;339;128;23;151;427;63;490
2006;33 years;334;45;379;157;29;186;491;74;565
2006;34 years;421;49;470;195;27;222;616;76;692
2006;35 years;469;64;533;243;24;267;712;88;800
2006;36 years;531;44;575;300;29;329;831;73;904
2006;37 years;670;67;737;334;25;359;1004;92;1096
2006;38 years;768;54;822;385;29;414;1153;83;1236
2006;39 years;907;66;973;425;43;468;1332;109;1441
2006;40 years;1040;77;1117;524;32;556;1564;109;1673
2006;41 years;1129;64;1193;598;32;630;1727;96;1823
2006;42 years;1311;71;1382;692;35;727;2003;106;2109
2006;43 years;1462;74;1536;773;36;809;2235;110;2345
2006;44 years;1693;72;1765;768;41;809;2461;113;2574
2006;45 years;1782;92;1874;997;45;1042;2779;137;2916
2006;46 years;1856;81;1937;1030;48;1078;2886;129;3015
2006;47 years;2085;96;2181;1095;52;1147;3180;148;3328
2006;48 years;2225;92;2317;1094;39;1133;3319;131;3450
2006;49 years;2425;106;2531;1221;74;1295;3646;180;3826
2006;50 years;2516;129;2645;1355;69;1424;3871;198;4069
2006;51 years;2882;115;2997;1436;58;1494;4318;173;4491
2006;52 years;3021;111;3132;1506;61;1567;4527;172;4699
2006;53 years;3133;147;3280;1573;77;1650;4706;224;4930
2006;54 years;3461;129;3590;1732;80;1812;5193;209;5402
2006;55 years;3641;178;3819;1778;83;1861;5419;261;5680
2006;56 years;3876;201;4077;2015;96;2111;5891;297;6188
2006;57 years;3868;208;4076;2089;117;2206;5957;325;6282
2006;58 years;4013;226;4239;2009;124;2133;6022;350;6372
2006;59 years;4103;281;4384;2060;109;2169;6163;390;6553
2006;60 years;3534;235;3769;1789;119;1908;5323;354;5677
2006;61 years;4463;249;4712;2534;107;2641;6997;356;7353
2006;62 years;5569;289;5858;2886;104;2990;8455;393;8848
2006;63 years;5905;316;6221;3009;107;3116;8914;423;9337
2006;64 years;6956;317;7273;3539;108;3647;10495;425;10920
2006;65 years;8335;343;8678;4240;121;4361;12575;464;13039
2006;66 years;9557;338;9895;4889;127;5016;14446;465;14911
2006;67 years;9703;340;10043;5068;158;5226;14771;498;15269
2006;68 years;9825;368;10193;5242;130;5372;15067;498;15565
2006;69 years;10037;343;10380;5583;117;5700;15620;460;16080
2006;70 years;10628;281;10909;6217;107;6324;16845;388;17233
2006;71 years;11487;267;11754;6789;130;6919;18276;397;18673
2006;72 years;10278;295;10573;6492;146;6638;16770;441;17211
2006;73 years;9880;270;10150;6577;125;6702;16457;395;16852
2006;74 years;10991;255;11246;7516;116;7632;18507;371;18878
2006;75 years;11997;228;12225;8782;126;8908;20779;354;21133
2006;76 years;13081;229;13310;10069;139;10208;23150;368;23518
2006;77 years;13398;207;13605;10974;122;11096;24372;329;24701
2006;78 years;13368;185;13553;11947;125;12072;25315;310;25625
2006;79 years;12350;179;12529;13187;145;13332;25537;324;25861
2006;80 years;12168;158;12326;15191;162;15353;27359;320;27679
2006;81 years;11537;168;11705;16297;172;16469;27834;340;28174
2006;82 years;10945;159;11104;17238;164;17402;28183;323;28506
2006;83 years;11186;141;11327;18941;166;19107;30127;307;30434
2006;84 years;11861;120;11981;21097;136;21233;32958;256;33214
2006;85 years;11234;120;11354;22535;167;22702;33769;287;34056
2006;86 years;10219;98;10317;22264;136;22400;32483;234;32717
2006;87 years;5452;82;5534;12716;110;12826;18168;192;18360
2006;88 years;4524;55;4579;10845;78;10923;15369;133;15502
2006;89 years;4334;51;4385;11335;88;11423;15669;139;15808
2006;90 years;4392;62;4454;12315;81;12396;16707;143;16850
2006;91 years;5455;41;5496;16537;105;16642;21992;146;22138
2006;92 years;4882;48;4930;15970;97;16067;20852;145;20997
2006;93 years;3937;34;3971;13997;64;14061;17934;98;18032
2006;94 years;3075;26;3101;11398;66;11464;14473;92;14565
2006;95 years;2150;18;2168;8982;53;9035;11132;71;11203
2006;96 years;1634;19;1653;7148;35;7183;8782;54;8836
2006;97 years;1093;9;1102;5306;29;5335;6399;38;6437
2006;98 years;749;4;753;3691;22;3713;4440;26;4466
2006;99 years;483;3;486;2542;18;2560;3025;21;3046
2006;100 years and over;579;13;592;3937;21;3958;4516;34;4550
2006;age unknown;-;-;-;-;-;-;-;-;-
2006;Total;375368;10572;385940;429313;6358;435687;804681;16930;821627
2007;under 1 year;1392;126;1518;1039;99;1138;2431;225;2656
2007;1 year;121;13;134;99;2;101;220;15;235
2007;2 years;49;3;52;52;3;55;101;6;107
2007;3 years;56;3;59;44;8;52;100;11;111
2007;4 years;51;5;56;38;2;40;89;7;96
2007;5 years;48;6;54;25;6;31;73;12;85
2007;6 years;40;2;42;21;4;25;61;6;67
2007;7 years;35;8;43;25;5;30;60;13;73
2007;8 years;41;8;49;18;1;19;59;9;68
2007;9 years;24;8;32;20;6;26;44;14;58
2007;10 years;30;9;39;26;4;30;56;13;69
2007;11 years;33;6;39;24;1;25;57;7;64
2007;12 years;40;8;48;25;5;30;65;13;78
2007;13 years;29;4;33;33;5;38;62;9;71
2007;14 years;57;7;64;42;3;45;99;10;109
2007;15 years;76;5;81;48;5;53;124;10;134
2007;16 years;151;13;164;59;7;66;210;20;230
2007;17 years;142;7;149;77;6;83;219;13;232
2007;18 years;262;24;286;100;9;109;362;33;395
2007;19 years;287;23;310;104;10;114;391;33;424
2007;20 years;301;13;314;88;9;97;389;22;411
2007;21 years;284;24;308;98;6;104;382;30;412
2007;22 years;274;26;300;101;5;106;375;31;406
2007;23 years;268;17;285;103;8;111;371;25;396
2007;24 years;275;21;296;100;9;109;375;30;405
2007;25 years;283;27;310;99;7;106;382;34;416
2007;26 years;290;32;322;105;22;127;395;54;449
2007;27 years;293;31;324;107;6;113;400;37;437
2007;28 years;288;33;321;109;15;124;397;48;445
2007;29 years;266;32;298;136;15;151;402;47;449
2007;30 years;261;35;296;104;23;127;365;58;423
2007;31 years;312;41;353;129;26;155;441;67;508
2007;32 years;303;50;353;138;21;159;441;71;512
2007;33 years;313;38;351;169;27;196;482;65;547
2007;34 years;353;49;402;161;23;184;514;72;586
2007;35 years;428;52;480;201;28;229;629;80;709
2007;36 years;527;41;568;246;29;275;773;70;843
2007;37 years;583;47;630;287;28;315;870;75;945
2007;38 years;677;46;723;345;27;372;1022;73;1095
2007;39 years;792;64;856;474;39;513;1266;103;1369
2007;40 years;926;65;991;433;35;468;1359;100;1459
2007;41 years;1040;74;1114;555;37;592;1595;111;1706
2007;42 years;1206;58;1264;673;47;720;1879;105;1984
2007;43 years;1452;80;1532;719;40;759;2171;120;2291
2007;44 years;1545;89;1634;741;33;774;2286;122;2408
2007;45 years;1683;103;1786;923;38;961;2606;141;2747
2007;46 years;1904;102;2006;1014;41;1055;2918;143;3061
2007;47 years;2084;90;2174;1103;53;1156;3187;143;3330
2007;48 years;2337;105;2442;1144;55;1199;3481;160;3641
2007;49 years;2411;112;2523;1162;59;1221;3573;171;3744
2007;50 years;2565;109;2674;1368;64;1432;3933;173;4106
2007;51 years;2751;138;2889;1424;64;1488;4175;202;4377
2007;52 years;2968;123;3091;1522;65;1587;4490;188;4678
2007;53 years;3153;134;3287;1623;97;1720;4776;231;5007
2007;54 years;3373;146;3519;1671;95;1766;5044;241;5285
2007;55 years;3683;158;3841;1962;103;2065;5645;261;5906
2007;56 years;3885;177;4062;2009;117;2126;5894;294;6188
2007;57 years;3951;191;4142;2117;125;2242;6068;316;6384
2007;58 years;4261;223;4484;2199;138;2337;6460;361;6821
2007;59 years;4145;275;4420;2095;116;2211;6240;391;6631
2007;60 years;4284;308;4592;2264;146;2410;6548;454;7002
2007;61 years;3707;244;3951;1957;113;2070;5664;357;6021
2007;62 years;4733;291;5024;2429;124;2553;7162;415;7577
2007;63 years;6022;281;6303;3084;114;3198;9106;395;9501
2007;64 years;6226;335;6561;3159;127;3286;9385;462;9847
2007;65 years;7585;343;7928;3864;130;3994;11449;473;11922
2007;66 years;8875;398;9273;4509;140;4649;13384;538;13922
2007;67 years;9958;364;10322;5227;140;5367;15185;504;15689
2007;68 years;10087;361;10448;5564;130;5694;15651;491;16142
2007;69 years;10133;336;10469;5839;130;5969;15972;466;16438
2007;70 years;10564;345;10909;6062;132;6194;16626;477;17103
2007;71 years;11060;338;11398;6660;121;6781;17720;459;18179
2007;72 years;11860;323;12183;7441;124;7565;19301;447;19748
2007;73 years;10530;360;10890;6853;125;6978;17383;485;17868
2007;74 years;10307;319;10626;6897;141;7038;17204;460;17664
2007;75 years;11456;253;11709;8116;135;8251;19572;388;19960
2007;76 years;12431;244;12675;9354;140;9494;21785;384;22169
2007;77 years;13288;213;13501;10690;159;10849;23978;372;24350
2007;78 years;14040;229;14269;11876;140;12016;25916;369;26285
2007;79 years;13505;168;13673;12785;138;12923;26290;306;26596
2007;80 years;13040;195;13235;14193;146;14339;27233;341;27574
2007;81 years;12720;173;12893;16041;191;16232;28761;364;29125
2007;82 years;11645;170;11815;17340;182;17522;28985;352;29337
2007;83 years;10829;167;10996;18162;196;18358;28991;363;29354
2007;84 years;10853;134;10987;19459;166;19625;30312;300;30612
2007;85 years;11207;142;11349;21871;167;22038;33078;309;33387
2007;86 years;11137;110;11247;22689;150;22839;33826;260;34086
2007;87 years;9911;114;10025;22421;142;22563;32332;256;32588
2007;88 years;5306;63;5369;12795;79;12874;18101;142;18243
2007;89 years;4003;62;4065;10666;82;10748;14669;144;14813
2007;90 years;3888;49;3937;10753;85;10838;14641;134;14775
2007;91 years;3885;54;3939;11420;65;11485;15305;119;15424
2007;92 years;4596;43;4639;15005;95;15100;19601;138;19739
2007;93 years;4054;35;4089;14228;81;14309;18282;116;18398
2007;94 years;3326;31;3357;12164;71;12235;15490;102;15592
2007;95 years;2484;28;2512;9475;59;9534;11959;87;12046
2007;96 years;1605;18;1623;7387;55;7442;8992;73;9065
2007;97 years;1152;8;1160;5704;38;5742;6856;46;6902
2007;98 years;789;5;794;4050;22;4072;4839;27;4866
2007;99 years;509;8;517;2771;15;2786;3280;23;3303
2007;100 years and over;659;11;670;4365;29;4394;5024;40;5064
2007;age unknown;-;-;-;-;-;-;-;-;-
2007;Total;379907;11232;391139;429265;6751;436016;809172;17983;827155
2008;under 1 year;1269;112;1381;949;84;1033;2218;196;2414
2008;1 year;95;10;105;86;9;95;181;19;200
2008;2 years;79;8;87;56;4;60;135;12;147
2008;3 years;47;4;51;47;4;51;94;8;102
2008;4 years;37;4;41;45;1;46;82;5;87
2008;5 years;35;2;37;31;1;32;66;3;69
2008;6 years;38;0;38;26;1;27;64;1;65
2008;7 years;33;1;34;23;1;24;56;2;58
2008;8 years;31;5;36;28;2;30;59;7;66
2008;9 years;36;5;41;23;2;25;59;7;66
2008;10 years;31;7;38;26;5;31;57;12;69
2008;11 years;36;5;41;29;3;32;65;8;73
2008;12 years;43;3;46;21;5;26;64;8;72
2008;13 years;34;3;37;36;6;42;70;9;79
2008;14 years;63;4;67;46;4;50;109;8;117
2008;15 years;81;7;88;45;8;53;126;15;141
2008;16 years;114;12;126;61;6;67;175;18;193
2008;17 years;155;13;168;82;4;86;237;17;254
2008;18 years;264;19;283;84;7;91;348;26;374
2008;19 years;253;19;272;86;5;91;339;24;363
2008;20 years;264;23;287;92;9;101;356;32;388
2008;21 years;271;14;285;92;13;105;363;27;390
2008;22 years;235;26;261;93;8;101;328;34;362
2008;23 years;273;16;289;84;16;100;357;32;389
2008;24 years;259;24;283;102;11;113;361;35;396
2008;25 years;264;25;289;104;11;115;368;36;404
2008;26 years;287;27;314;127;12;139;414;39;453
2008;27 years;272;37;309;130;16;146;402;53;455
2008;28 years;261;30;291;116;13;129;377;43;420
2008;29 years;296;40;336;98;15;113;394;55;449
2008;30 years;288;41;329;111;20;131;399;61;460
2008;31 years;297;46;343;127;24;151;424;70;494
2008;32 years;311;49;360;109;25;134;420;74;494
2008;33 years;323;44;367;126;24;150;449;68;517
2008;34 years;335;46;381;155;25;180;490;71;561
2008;35 years;365;52;417;205;23;228;570;75;645
2008;36 years;455;54;509;227;15;242;682;69;751
2008;37 years;546;58;604;260;30;290;806;88;894
2008;38 years;617;60;677;339;39;378;956;99;1055
2008;39 years;728;65;793;404;35;439;1132;100;1232
2008;40 years;898;74;972;455;39;494;1353;113;1466
2008;41 years;1022;64;1086;521;43;564;1543;107;1650
2008;42 years;1136;81;1217;603;41;644;1739;122;1861
2008;43 years;1314;79;1393;699;41;740;2013;120;2133
2008;44 years;1460;88;1548;761;57;818;2221;145;2366
2008;45 years;1656;93;1749;882;51;933;2538;144;2682
2008;46 years;1882;117;1999;1044;45;1089;2926;162;3088
2008;47 years;2027;95;2122;1149;52;1201;3176;147;3323
2008;48 years;2194;111;2305;1146;58;1204;3340;169;3509
2008;49 years;2436;117;2553;1282;74;1356;3718;191;3909
2008;50 years;2571;106;2677;1358;76;1434;3929;182;4111
2008;51 years;2693;121;2814;1399;78;1477;4092;199;4291
2008;52 years;2984;153;3137;1559;85;1644;4543;238;4781
2008;53 years;3162;153;3315;1609;87;1696;4771;240;5011
2008;54 years;3430;136;3566;1681;103;1784;5111;239;5350
2008;55 years;3504;138;3642;1877;101;1978;5381;239;5620
2008;56 years;3900;165;4065;1925;108;2033;5825;273;6098
2008;57 years;4048;194;4242;2156;118;2274;6204;312;6516
2008;58 years;4425;268;4693;2292;135;2427;6717;403;7120
2008;59 years;4490;270;4760;2308;158;2466;6798;428;7226
2008;60 years;4521;326;4847;2372;140;2512;6893;466;7359
2008;61 years;4652;306;4958;2467;136;2603;7119;442;7561
2008;62 years;3989;283;4272;2191;140;2331;6180;423;6603
2008;63 years;5052;312;5364;2727;133;2860;7779;445;8224
2008;64 years;6196;330;6526;3366;128;3494;9562;458;10020
2008;65 years;6502;336;6838;3423;133;3556;9925;469;10394
2008;66 years;7907;369;8276;4227;160;4387;12134;529;12663
2008;67 years;9011;374;9385;4975;155;5130;13986;529;14515
2008;68 years;10282;451;10733;5800;146;5946;16082;597;16679
2008;69 years;10695;374;11069;6041;146;6187;16736;520;17256
2008;70 years;10564;396;10960;6224;147;6371;16788;543;17331
2008;71 years;10932;364;11296;6596;166;6762;17528;530;18058
2008;72 years;11494;377;11871;7303;171;7474;18797;548;19345
2008;73 years;12357;339;12696;8162;138;8300;20519;477;20996
2008;74 years;11319;347;11666;7489;147;7636;18808;494;19302
2008;75 years;10689;334;11023;7758;145;7903;18447;479;18926
2008;76 years;11723;271;11994;8865;159;9024;20588;430;21018
2008;77 years;13082;258;13340;10326;166;10492;23408;424;23832
2008;78 years;14004;239;14243;11845;185;12030;25849;424;26273
2008;79 years;14358;241;14599;12860;185;13045;27218;426;27644
2008;80 years;14172;217;14389;14184;201;14385;28356;418;28774
2008;81 years;13331;211;13542;15441;187;15628;28772;398;29170
2008;82 years;12831;177;13008;17313;201;17514;30144;378;30522
2008;83 years;11772;177;11949;18728;212;18940;30500;389;30889
2008;84 years;10715;194;10909;19172;198;19370;29887;392;30279
2008;85 years;11101;165;11266;21012;207;21219;32113;372;32485
2008;86 years;11241;156;11397;22963;194;23157;34204;350;34554
2008;87 years;10280;138;10418;23853;179;24032;34133;317;34450
2008;88 years;9161;105;9266;22731;176;22907;31892;281;32173
2008;89 years;4948;75;5023;12738;127;12865;17686;202;17888
2008;90 years;3753;61;3814;10210;95;10305;13963;156;14119
2008;91 years;3455;54;3509;10483;94;10577;13938;148;14086
2008;92 years;3401;44;3445;10708;112;10820;14109;156;14265
2008;93 years;3862;42;3904;13730;112;13842;17592;154;17746
2008;94 years;3332;32;3364;12649;95;12744;15981;127;16108
2008;95 years;2632;32;2664;10451;78;10529;13083;110;13193
2008;96 years;1869;16;1885;7714;49;7763;9583;65;9648
2008;97 years;1207;12;1219;5896;46;5942;7103;58;7161
2008;98 years;840;4;844;4391;26;4417;5231;30;5261
2008;99 years;514;7;521;3033;19;3052;3547;26;3573
2008;100 years and over;751;11;762;4962;42;5004;5713;53;5766
2008;age unknown;1;-;1;-;-;-;-;-;1
2008;Total;385451;12189;397651;439016;7772;446788;824467;19961;844439
2009;under 1 year;1234;105;1339;908;87;995;2142;192;2334
2009;1 year;126;10;136;81;7;88;207;17;224
2009;2 years;59;6;65;41;6;47;100;12;112
2009;3 years;51;1;52;39;4;43;90;5;95
2009;4 years;55;5;60;33;5;38;88;10;98
2009;5 years;34;3;37;30;2;32;64;5;69
2009;6 years;38;1;39;27;7;34;65;8;73
2009;7 years;32;3;35;37;1;38;69;4;73
2009;8 years;27;2;29;17;4;21;44;6;50
2009;9 years;29;2;31;21;1;22;50;3;53
2009;10 years;30;3;33;30;3;33;60;6;66
2009;11 years;36;4;40;32;4;36;68;8;76
2009;12 years;30;4;34;30;3;33;60;7;67
2009;13 years;29;8;37;30;4;34;59;12;71
2009;14 years;66;8;74;41;10;51;107;18;125
2009;15 years;80;7;87;53;6;59;133;13;146
2009;16 years;97;11;108;66;6;72;163;17;180
2009;17 years;146;18;164;60;6;66;206;24;230
2009;18 years;239;8;247;96;9;105;335;17;352
2009;19 years;226;12;238;98;5;103;324;17;341
2009;20 years;289;13;302;98;9;107;387;22;409
2009;21 years;245;9;254;91;12;103;336;21;357
2009;22 years;259;14;273;109;13;122;368;27;395
2009;23 years;219;19;238;103;11;114;322;30;352
2009;24 years;252;25;277;95;11;106;347;36;383
2009;25 years;272;23;295;100;6;106;372;29;401
2009;26 years;269;28;297;120;12;132;389;40;429
2009;27 years;307;27;334;117;9;126;424;36;460
2009;28 years;290;32;322;115;14;129;405;46;451
2009;29 years;283;35;318;123;13;136;406;48;454
2009;30 years;311;31;342;115;16;131;426;47;473
2009;31 years;340;30;370;131;19;150;471;49;520
2009;32 years;321;28;349;156;30;186;477;58;535
2009;33 years;282;30;312;131;22;153;413;52;465
2009;34 years;341;47;388;176;32;208;517;79;596
2009;35 years;392;40;432;157;21;178;549;61;610
2009;36 years;394;42;436;202;28;230;596;70;666
2009;37 years;484;52;536;264;38;302;748;90;838
2009;38 years;595;64;659;292;37;329;887;101;988
2009;39 years;650;66;716;359;42;401;1009;108;1117
2009;40 years;834;64;898;425;40;465;1259;104;1363
2009;41 years;923;81;1004;512;39;551;1435;120;1555
2009;42 years;987;79;1066;584;29;613;1571;108;1679
